,business_id,name,city,stars_y,0,1,2,3,4,5
0,-CQokjildrY7UZezXCdEBw,Toddy Shop,Las Vegas,5.0,0.4441633859722783,0.0,0.19189624718506998,0.13030813286090917,0.2336322339817426,0.0
1,-JfncbVURtvuzBbof40o1w,The Cafe at Monte Carlo,Las Vegas,2.5,0.24815841683813997,0.14253148772573457,0.1771654290719892,0.15999009335124034,0.15321030031494245,0.11894427269795346
2,-OEIW0dO96-492qa_luxaw,Aces & Ales,Las Vegas,4.0,0.20010013021310147,0.1370364970374135,0.19775043374545181,0.1630344125941533,0.13572407898314193,0.16635444742673802
3,-PGsEXB6DFTVKa1eDOlzWA,Black Bear Diner,Las Vegas,3.5,0.19819504896737827,0.12182901375179722,0.1959388952653469,0.1677393671056952,0.1890034512893968,0.12729422362038556
4,-SGZcGqnsp_uRIjKP2RGZg,Ranch House Grille,Las Vegas,3.5,0.8200403881602274,0.022364919295762606,0.0,0.011353003544261912,0.0,0.14624168899974815
5,-U7tvCtaraTQ9b0zBhpBMA,MGM Grand Buffet,Las Vegas,2.5,0.2581595763253485,0.10057098086563218,0.17312910753366778,0.1542073469932167,0.18640528692894748,0.12752770135318725
6,-UtYWvCnUppcSaC_u1pTYQ,Kopper Keg Restaurant & Lounge,Las Vegas,4.0,0.37517743749010674,0.024044317579408198,0.0,0.0,0.49585890064749316,0.10491934428299185
7,-Ylpy3VyRWwubf9dysuwjQ,The Cheesecake Factory,Las Vegas,3.5,0.2434495054243782,0.10731027520855896,0.15924480849515468,0.11269455260740145,0.16236450231632651,0.2149363559481802
8,-a857YYdjzgOdOjFFRsRXQ,Beer Park,Las Vegas,3.5,0.265301813202057,0.06803255819819605,0.17211960018777278,0.17830769289617812,0.14906836414679686,0.16716997136899928
9,-kbPPBNsIPDfMfgUGO7QhA,Kopper Keg South,Las Vegas,4.0,0.340477735854878,0.019509224679541557,0.28690993614708127,0.1027094416864211,0.17907220395522772,0.07132145767685034
10,-oUM2uISux96lMGeawHIOA,Sugar Factory,Las Vegas,3.0,0.21069655413857277,0.10239563834959106,0.19465253099069152,0.16122439055748988,0.1741629677178292,0.15686791824582552
11,-qYuPncpK8elgD-6Qx3v7A,Flock & Fowl,Las Vegas,4.0,0.22647979447690023,0.1495726060236108,0.1196532469514396,0.18192590092936234,0.13636330252528084,0.18600514909340615
12,005XmZKuJZuNbl5tGXc5SA,Tony Roma's,Las Vegas,3.0,0.4523591071057178,0.034378850966715564,0.25462495038127037,0.12415174390995788,0.08631327904842499,0.04817206858791342
13,01SiPgdiOskMC5bUJoyy_g,Winchell's Pub & Grill,Las Vegas,4.0,0.09209380709821982,0.03252193103310241,0.1778326154769055,0.16556762564655197,0.20433130944784286,0.32765271129737744
14,0EgYXYjt2XJL4hlsKnzrcw,PublicUs,Las Vegas,4.5,0.3009021082945553,0.035891584979597185,0.19696929766736382,0.148365483262912,0.18526976322772823,0.13260176256784345
15,0Hcks5q-DgJbDlmEWolx4A,Bonefish Grill,Las Vegas,3.5,0.22909926739697123,0.12096315511687447,0.23290445507794968,0.08781465989547689,0.21431021285867727,0.11490824965405044
16,0JmCGyAqAK_yVEuZ0ts16w,Bilbo's Bar & Grill,Las Vegas,2.5,0.16173075075560187,0.19754121909334318,0.23741440413903875,0.030811656948144084,0.06691899190523985,0.3055829771586323
17,0QHMAUi6NdOUZ1ckXq0-sA,Rainforest Café,Las Vegas,2.5,0.23827833457979447,0.12804695313855738,0.1341569016485888,0.17710044664652141,0.18626417915444762,0.1361531848320904
18,0WPXDs4ini3D7jpiy1Daqw,The Market,Las Vegas,3.5,0.1624861018914614,0.11277168445951638,0.11869025249256608,0.2865956490174433,0.25366519541318533,0.06579111672582752
19,0_aeYE2-VbsZts_UpILgDw,Lazy Dog Restaurant & Bar,Las Vegas,4.0,0.23532835406302563,0.08581201151691316,0.21580785800192231,0.13836272730275365,0.15885211806263838,0.1658369310527468
20,0bWLkWeIcT-EnrE7SiGEBA,Laguna Pool House & Kitchen,Las Vegas,4.0,0.2527149914919321,0.12353166136581593,0.10905612348568308,0.18749634475585716,0.19915713195602355,0.12804374694468812
21,0jtRI7hVMpQHpUVtUy4ITw,Omelet House Summerlin,Las Vegas,4.0,0.28524271633247517,0.13355678623647457,0.1827132040635561,0.17233389938309793,0.10920117913140494,0.11695221485299127
22,0p27EjcNwTI7Ey4K_MNPww,Fatburger,Las Vegas,3.0,0.18055488391828872,0.14145837154052576,0.11665124180971087,0.14112765510671194,0.20158003600732127,0.2186278116174415
23,0qPNeqLuKE88rKbIbSZDpg,Killer Shrimp,Las Vegas,3.5,0.22834018991432764,0.12700980997816957,0.17393353702605818,0.1363604787702549,0.15481979890460226,0.17953618540658745
24,0zGeYN8ReYwVj27U7EHOJA,American Cafe,Las Vegas,2.5,0.622844275713954,0.19891313990212378,0.06634260807771787,0.0,0.11189997630620442,0.0
25,0zoXYHq82haayMaV952jEQ,Greens and Proteins,Las Vegas,4.0,0.26974638939865997,0.06568156639700617,0.1594528985476955,0.18572623993738063,0.19038652883802826,0.12900637688122954
26,12f7GOkkC0GZRMif-fidhQ,NASCAR Cafe,Las Vegas,2.0,0.22511600252273858,0.13052822810152123,0.15789767158746149,0.17869542378406797,0.19146781210568278,0.11629486189852795
27,19MbjvDqkPG6dGxr3kvK9w,Foothills Lodge,Las Vegas,2.5,0.2165179941752779,0.004853276409586243,0.3919076816593452,0.10584113992188213,0.13469185962434488,0.14618804820956363
28,1BtNZszIr8LvtPOhN0X4Mw,Gold Mine Bar & Grill,Las Vegas,2.5,0.3646547935170041,0.12242401399328605,0.06901026221000955,0.07471910606304778,0.04091619429726453,0.3282756299193879
29,1CP8aJa8ILlfM5deroar0Q,Wingstop,Las Vegas,3.0,0.23214930964709668,0.10303888055505542,0.16518642203341238,0.22033950275565797,0.10918840492125946,0.1700974800875181
30,1CR2ddUcjYYwRd5JLtiRrw,Hard Rock Cafe,Las Vegas,3.5,0.2155356214097659,0.08787347010982068,0.2013729969560299,0.15686922602362738,0.17665860707379394,0.1616900784269622
31,1CWMNSTRMejdSyXBG2chNg,Fireside Restaurant & Tavern,Las Vegas,3.5,0.246202920172585,0.09080497753847805,0.14284757638303458,0.14434574166162634,0.17349363838041337,0.20230514586386267
32,1Jm-fFPCAD-ZGM2J4HACXA,Pharoah's Pheast Buffet,Las Vegas,2.0,0.01620540264167395,0.08083378858612562,0.3002899418626836,0.37437536970023194,0.21388904964267655,0.014406447566608327
33,1Tak6Q-IlkDrdmLwrEZeSg,Off the Strip Just Real Food,Las Vegas,3.5,0.4726806333527345,0.13075445425819934,0.06520079282708367,0.1569895121714942,0.12087587967148897,0.05349872771899933
34,1Vvxx-9AoINg8TJXOZgEHg,YOLOS,Las Vegas,3.5,0.20934377777763943,0.11189599686519477,0.16611101679484797,0.16990880663979674,0.2105874810880445,0.1321529208344766
35,1WsXLCPRP2EZ9KoBRTkSbw,Pt's Gold,Las Vegas,4.0,0.44722747139555585,0.019809131204279937,0.1909544324034843,0.16562372155102845,0.17638524344565149,0.0
36,1ZhZUzFbbt1gGXDEW3JaBw,Griff's,Las Vegas,4.5,0.22885980284136337,0.004979857364780768,0.3910936037472653,0.06292470005441397,0.2613345598272176,0.050807476164958995
37,1aj4TG0eFq6NaPBKk6bK7Q,Jacques Cafe,Las Vegas,4.0,0.23596346876188473,0.046944979600899946,0.18374460590414307,0.16671941953072217,0.17177680349436145,0.1948507227079885
38,2BbFeotL85cIaBjSq1SWiA,Springs Cafe by Wolfgang Puck,Las Vegas,2.5,0.11139579724714617,0.3438641575577554,0.10332976830471002,0.27205159367233456,0.09392521053974172,0.07543347267831235
39,2LZGeJy8qByYKB71ML-jcw,Rock & Rita's,Las Vegas,2.5,0.20807675467226988,0.0466485437158862,0.2445460177383724,0.1799428897811776,0.11833222223951348,0.20245357185278043
40,2RFe9vDTzyBkF4mvsFDDow,Dickey's Barbecue Pit,Las Vegas,3.0,0.2668598784784698,0.13407544470582222,0.2007458675192318,0.15868692159800585,0.1604622990160954,0.07916958868237499
41,2Wl4o7l54I-EtxtaDpOTzA,Pub 365,Las Vegas,4.0,0.25395343389618397,0.06496508060254107,0.11165255885203154,0.27878291198651817,0.06918839052784778,0.22145762413487755
42,2Y0-nrSZNsLRStyupZgM7g,Courtyard Cafe,Las Vegas,3.0,0.2649189723476259,0.09568384456784575,0.16189557589828968,0.11106691587295799,0.21879948981319405,0.1476352015000867
43,2dCnTMv3Hh-fM8bOjYS4Xw,Nevada Chicken Cafe,Las Vegas,3.5,0.20771913969592776,0.1040763933616984,0.21043653981532945,0.15814116286758484,0.17136908298568138,0.1482576812737782
44,2iTsRqUsPGRH1li1WVRvKQ,Carson Kitchen,Las Vegas,4.5,0.23077712952909601,0.12001176486637917,0.13861108371668324,0.1704982182726693,0.1390298586460484,0.201071944969124
45,2smgOPhpYbDT7G5tbVRdiQ,Burger King,Las Vegas,2.0,0.21540268464640958,0.15774634655271977,0.12095356380751052,0.15416741143691773,0.209330609236904,0.1423993843195384
46,2zSr7jNNWpA-IfD74wOlTA,Pt's Gold,Las Vegas,3.0,0.40374059426628717,0.016403133907464354,0.07691022867388783,0.036830019679839496,0.21580573852415003,0.250310284948371
47,35fWtS1LZkaZ-ooKupJ1XA,Buffalo Wild Wings,Las Vegas,3.0,0.21795896228965225,0.06409645679491255,0.1875856313195936,0.13526504928136676,0.22891775158519392,0.1661761487292809
48,364hhL5st0LV16UcBHRJ3A,Yonaka Modern Japanese,Las Vegas,4.5,0.2192351205155195,0.049569978274177126,0.17308536940551422,0.19145886553739566,0.17797991621658285,0.18867075005081066
49,3BCsAgo_1i4xMuTyLKMLRQ,SkinnyFATS,Las Vegas,4.5,0.2265110841459556,0.05769176029539938,0.16215496159754333,0.13598602012996283,0.20654915356138587,0.2111070202697531
