business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Waiting Time,Burger/Fries/Shake,Customer Service,Breakfast/Eggs/Pancakes,Chicken/Waffles,Atmosphere
-1m9o3vGRA8IBPNvNqKLmA,Bavette's Steakhouse & Bar,Las Vegas,The Strip,36.10433,-115.175593333,american,4.0,4.647798742138366,0.4225058722656064,0.024734500260208927,0.20867461203737625,0.012899783292786505,0.0891645146677277,0.24202071747629436
-3zffZUHoY8bQjGfPSoBKQ,Michael Mina,Las Vegas,The Strip,36.11199000000001,-115.177001,american,4.0,4.2340823970037444,0.6151998043650158,0.009099319093557249,0.18190441185830264,0.009356536551940036,0.044346446818508085,0.14009348131267652
-CQokjildrY7UZezXCdEBw,Toddy Shop,Las Vegas,Westside,36.1714276,-115.2450798,american,2.0,4.794871794871796,0.2510632185735669,0.10475091714809716,0.16613745210736167,0.0071416867823572375,0.1809606042974884,0.2899461210911286
-JfncbVURtvuzBbof40o1w,The Cafe at Monte Carlo,Las Vegas,The Strip,36.1047813604,-115.17466267299999,american,2.0,2.9882352941176467,0.30990076009063405,0.04890902135358144,0.08217275071101146,0.3283142289524017,0.11685860565962385,0.11384463323274745
-NjZ5HZApXjRJaTVZeSO_w,San Salvador Restaurant,Las Vegas,,36.2031091,-115.24081409999998,american,1.0,4.636363636363637,0.27791435297973033,0.027874217746524627,0.15757456173686826,0.03254768747057482,0.1430819412040161,0.361007238862286
-OEIW0dO96-492qa_luxaw,Aces & Ales,Las Vegas,,36.1214227,-115.0647158,american,2.0,4.198275862068964,0.2733994435661781,0.08435794864415733,0.2457785108664849,0.013531872764300715,0.06258293729122254,0.3203492868676565
-PGsEXB6DFTVKa1eDOlzWA,Black Bear Diner,Las Vegas,Westside,36.1426631,-115.2782845,american,2.0,3.932432432432433,0.2472969458667453,0.02680309982434586,0.2206434077292005,0.22704847258577066,0.08354844506315955,0.19465962893077815
-Pv-3Moxm6is6COkQIA7Kg,Bropards,Las Vegas,Chinatown,36.1278425,-115.225183,american,,4.857142857142857,0.11891296840723675,0.0,0.23691451144250605,0.0028712384001453885,0.12514691723663238,0.5161543645134794
-SGZcGqnsp_uRIjKP2RGZg,Ranch House Grille,Las Vegas,Southwest,36.042985,-115.288938,american,2.0,3.75,0.29627844279867416,0.030629895086689892,0.2081796514246232,0.16588701429212266,0.0,0.2990249963978902
-U7tvCtaraTQ9b0zBhpBMA,MGM Grand Buffet,Las Vegas,The Strip,36.102091181300004,-115.171778365,american,2.0,3.1161764705882358,0.44294079598216973,0.009714756458217294,0.12021878828333325,0.2483381834664681,0.05522991309944364,0.12355756271036765
-UtYWvCnUppcSaC_u1pTYQ,Kopper Keg Restaurant & Lounge,Las Vegas,Eastside,36.100981,-115.0744974,american,2.0,4.666666666666667,0.2379991850394829,0.0006422991334690643,0.2743267519129081,0.0,0.0,0.48703176391414
-Ylpy3VyRWwubf9dysuwjQ,The Cheesecake Factory,Las Vegas,The Strip,36.1173432,-115.1763623,american,2.0,4.082995951417004,0.3727053389017295,0.03921179311068261,0.2065078015872151,0.04873865297290944,0.1491978151728125,0.18363859825465093
-_yEVC3_3M6YOsamYfNFEw,Jason's Deli,Las Vegas,Eastside,36.117898,-115.1367955,american,1.0,4.241610738255034,0.3233502391353211,0.023283412487040942,0.15323148753758553,0.057403151303579314,0.1792482048566297,0.26348350467984344
-a857YYdjzgOdOjFFRsRXQ,Beer Park,Las Vegas,The Strip,36.111993083099996,-115.172425389,american,2.0,4.058139534883721,0.2451782077294247,0.08631935355867715,0.2996517435510884,0.012656853762490313,0.04095097516983921,0.3152428662284806
-gXDD2oSHBDA3zgjX6g9pQ,The Plate Bar & Grill,Las Vegas,Sunrise,36.145207,-115.082148,american,1.0,4.764705882352942,0.1510602305643636,0.013917517631690806,0.2595477346841233,0.008230340455169034,0.004486215122508977,0.5627579615421443
-kbPPBNsIPDfMfgUGO7QhA,Kopper Keg South,Las Vegas,Southeast,36.02910960000001,-115.1193868,american,2.0,4.1,0.27443966044701634,0.04757217516045893,0.2301743088717818,0.07279966171560821,0.010826520826330436,0.3641876729788043
-oUM2uISux96lMGeawHIOA,Sugar Factory,Las Vegas,The Strip,36.12677,-115.169178,american,2.0,3.7829457364341086,0.3844149985003417,0.08466509809792486,0.2011114824519333,0.02794555143222365,0.05941604489298315,0.24244682462459316
-qYuPncpK8elgD-6Qx3v7A,Flock & Fowl,Las Vegas,Downtown,36.1698784,-115.1395887,american,2.0,4.307262569832402,0.19476493298359526,0.02072967433774428,0.1338707573364134,0.035105253116479,0.4388394151554299,0.17668996707033793
-wCtRhzWJ40Z4F8mmg7kWg,Herringbone,Las Vegas,The Strip,36.1073485,-115.1765836,american,3.0,4.421188630490956,0.3971634461733898,0.02639053651199412,0.21492376919226916,0.04898816190048056,0.06499220190959165,0.2475418843122748
005XmZKuJZuNbl5tGXc5SA,Tony Roma's,Las Vegas,Downtown,36.144308216599995,-115.14569083299999,american,2.0,3.533333333333333,0.3812838305817269,0.057570645044631864,0.21047022578397934,0.036151030296298965,0.13404196842703736,0.1804822998663255
01SiPgdiOskMC5bUJoyy_g,Winchell's Pub & Grill,Las Vegas,Southeast,36.056624392399996,-115.16368074200001,american,2.0,4.238532110091743,0.2192627770876164,0.08748856970857519,0.26038535984860645,0.08303445534093466,0.07226904028653565,0.2775597977277316
01VPJkcU0m8WzlA7dCEpVQ,Tea Space,Las Vegas,Chinatown,36.126770935100005,-115.207615909,american,1.0,4.461224489795918,0.2851363468553952,0.02995848427636172,0.13166793127981405,0.043752490595700785,0.1179437002862973,0.3915410467064313
03Yt7kMeYihN_y6ptiXxyQ,Del Taco,Las Vegas,Centennial,36.2738452633,-115.268174694,american,1.0,3.466666666666667,0.2709497048288642,0.16274922918029402,0.10849564673116284,0.08482240292649852,0.13643466815857325,0.2365483481746072
07AZL5XenCQ_-op_onKLdw,BLT Steak,Las Vegas,The Strip,36.113669,-115.168933,american,3.0,4.265086206896552,0.5088077892568115,0.022640263931935252,0.22040638527220507,0.02807232149205701,0.05851795732063692,0.16155528272635464
07jQarxKd_8J_AJHD5YBqQ,Muscle Maker Grill - Las Vegas,Las Vegas,Northwest,36.2650228462,-115.25921289200001,american,1.0,4.197802197802199,0.2340369878096127,0.058472197817615285,0.16558150909706565,0.03247031506582988,0.16726809436512693,0.3421708958447496
0EgYXYjt2XJL4hlsKnzrcw,PublicUs,Las Vegas,Downtown,36.1657583,-115.13293459999998,american,2.0,4.536273115220483,0.19026784895289145,0.014727838187021478,0.16073705246115902,0.22633968042708616,0.06742819352276952,0.340499386449072
0Hcks5q-DgJbDlmEWolx4A,Bonefish Grill,Las Vegas,Westside,36.158502,-115.285179,american,2.0,4.0260869565217385,0.44466941963629,0.01663854639095226,0.2430857966412389,0.029976817988231118,0.06967263786177925,0.19595678148150827
0JmCGyAqAK_yVEuZ0ts16w,Bilbo's Bar & Grill,Las Vegas,Westside,36.1587575,-115.284216,american,2.0,2.875,0.3769235331319125,0.02491521392351013,0.10802026533680896,0.0007845076822021017,0.054763630615435835,0.43459284931013054
0QHMAUi6NdOUZ1ckXq0-sA,Rainforest Café,Las Vegas,The Strip,36.1086615706,-115.172141489,american,2.0,3.1039426523297493,0.395537227530714,0.058743009884685476,0.1658577393654897,0.05560740294246395,0.08141106762339206,0.24284355265325475
0TljdWRIDQzlp4siHQ_BAQ,Denny's,Las Vegas,,36.2609532,-115.1804167,american,1.0,2.9166666666666665,0.3230247691283244,0.0405259120349091,0.21023886985781867,0.2286902004847748,0.03681980193600057,0.16070044655817253
0Tutx9JhCi_HE6MUnbh5vw,Sexy Lexy Kitchen,Las Vegas,,36.1780972,-115.2414278,american,,5.0,0.1626386453045114,0.04163809301564831,0.0802832570224179,0.1072485427880688,0.2047303354713286,0.4034611263980251
0UESjBq6_kPjCs4zPh4oEQ,Chicke Now,Las Vegas,The Strip,36.121951635100004,-115.166486518,american,1.0,4.142857142857143,0.1397221752246019,0.08000595224430296,0.04288758826115439,0.07583930187446819,0.4236580539167943,0.2378869284786783
0WPXDs4ini3D7jpiy1Daqw,The Market,Las Vegas,Downtown,36.168245,-115.13913,american,2.0,3.9518072289156634,0.292873006987387,0.014387235588922338,0.17003753753981124,0.15150344827300016,0.08561941046448364,0.28557936114639554
0YctfylXsdutJo8qFYnZJA,Westcliff Station,Las Vegas,Westside,36.1745644,-115.2606002,american,1.0,4.466666666666667,0.2547603674250421,0.021642317248101787,0.22986603122480756,0.07866380568465209,0.05093221466258233,0.3641352637548143
0Yeb_P24sj6MwG2qmuehkA,Till's Bar,Las Vegas,,36.1299495427,-115.161028004,american,1.0,4.586956521739131,0.15379981111143415,0.2263741224384778,0.2372909948264297,0.016635468926029226,0.07665932964978793,0.2892402730478412
0_aeYE2-VbsZts_UpILgDw,Lazy Dog Restaurant & Bar,Las Vegas,South Summerlin,36.152831458,-115.333866775,american,2.0,4.263761467889908,0.2640659522796523,0.05279734830236185,0.2483701346179895,0.02555029017349474,0.1282352227940282,0.2809810518324733
0bWLkWeIcT-EnrE7SiGEBA,Laguna Pool House & Kitchen,Las Vegas,,36.113907,-115.198771,american,2.0,4.181818181818182,0.17081505880725514,0.3511504946851842,0.1824945286978423,0.022887978785973567,0.09271327150268527,0.17993866752105928
0jtRI7hVMpQHpUVtUy4ITw,Omelet House Summerlin,Las Vegas,Summerlin,36.2019904392,-115.283122245,american,2.0,4.245,0.14833422949517486,0.02264518610876606,0.17644075081908028,0.366854006247628,0.04431983571663484,0.2414059916127159
0jtRI7hVMpQHpUVtUy4ITw,Omelet House Summerlin,Las Vegas,Summerlin,36.2019904392,-115.283122245,italian,2.0,4.245,0.14833422949517486,0.02264518610876606,0.17644075081908028,0.366854006247628,0.04431983571663484,0.2414059916127159
0p27EjcNwTI7Ey4K_MNPww,Fatburger,Las Vegas,South Summerlin,36.1564004,-115.3335562,american,2.0,3.682926829268293,0.17966462186344326,0.5317849460299613,0.1356284953855778,0.020433721614497937,0.01833201028720743,0.11415620481931235
0qPNeqLuKE88rKbIbSZDpg,Killer Shrimp,Las Vegas,Southeast,36.06929279999999,-115.1775547,american,2.0,4.060109289617486,0.4248786855672538,0.011487945902749937,0.2207367249344603,0.01325582230975658,0.12560026624022966,0.2040405550455497
0xdpv5CPpbUUch7JKBG98Q,Sirio Ristorante,Las Vegas,The Strip,36.1068839544,-115.174226761,american,3.0,3.6535433070866143,0.5353433392596031,0.015598455081628729,0.1871112260657849,0.010786783766598177,0.10380003062588686,0.14736016520049827
0xdpv5CPpbUUch7JKBG98Q,Sirio Ristorante,Las Vegas,The Strip,36.1068839544,-115.174226761,italian,3.0,3.6535433070866143,0.5353433392596031,0.015598455081628729,0.1871112260657849,0.010786783766598177,0.10380003062588686,0.14736016520049827
0xzmIBsJQc5eUNLucFrZ0Q,Stratta,Las Vegas,The Strip,36.1260652563,-115.17215976799999,american,3.0,3.725490196078432,0.4932238951654432,0.03324375529950748,0.19542848585444647,0.03205093415517135,0.11170538718133824,0.1343475423440932
0xzmIBsJQc5eUNLucFrZ0Q,Stratta,Las Vegas,The Strip,36.1260652563,-115.17215976799999,italian,3.0,3.725490196078432,0.4932238951654432,0.03324375529950748,0.19542848585444647,0.03205093415517135,0.11170538718133824,0.1343475423440932
0zGeYN8ReYwVj27U7EHOJA,American Cafe,Las Vegas,The Strip,36.131516,-115.164565,american,2.0,3.0,0.20117562755143004,0.020316440429430045,0.08699192410709652,0.3955569205172865,0.028284110146449826,0.2676749772483069
0zoXYHq82haayMaV952jEQ,Greens and Proteins,Las Vegas,Spring Valley,36.11482279999999,-115.30628459999998,american,2.0,4.188271604938271,0.21398479524710112,0.11703416398867635,0.13411368016218572,0.08246286732706891,0.12432231385904735,0.3280821794159206
12f7GOkkC0GZRMif-fidhQ,NASCAR Cafe,Las Vegas,The Strip,36.1423378,-115.1563054,american,2.0,2.7333333333333334,0.4476425495911519,0.15081251178659325,0.10018885694926076,0.0752808620443286,0.050310049883445916,0.17576516974521972
16Fplxu-OwVmTEFxQAUP4g,TENDER Steakhouse,Las Vegas,The Strip,36.095355639699996,-115.176614273,american,3.0,3.879656160458453,0.5539996257395231,0.02896475156510883,0.2012545019017052,0.02166778298469479,0.05174679579390007,0.14236654201506768
19MbjvDqkPG6dGxr3kvK9w,Foothills Lodge,Las Vegas,Spring Valley,36.0996599016,-115.30025906899999,american,2.0,3.0,0.35692638570093405,0.003292815511980065,0.20099480542597226,0.07756276589351675,0.11607161889595635,0.2451516085716406
1BtNZszIr8LvtPOhN0X4Mw,Gold Mine Bar & Grill,Las Vegas,Eastside,36.1179234185,-115.16076975600001,american,2.0,3.4,0.2399421903741044,0.1952490172582283,0.09207448450961553,0.2569154142330297,0.008140082711224371,0.2076788109137976
1CP8aJa8ILlfM5deroar0Q,Wingstop,Las Vegas,,36.1002191,-115.2099431,american,2.0,3.9139784946236564,0.25560750113674385,0.1226330698250487,0.13718704492349498,0.010957886152498505,0.21079109839914428,0.26282339956306955
1CR2ddUcjYYwRd5JLtiRrw,Hard Rock Cafe,Las Vegas,The Strip,36.1042269,-115.1721488,american,2.0,4.075471698113208,0.2768670520346926,0.08418207867491194,0.2507020251594461,0.08693912064476833,0.07361759570034701,0.2276921277858341
1CWMNSTRMejdSyXBG2chNg,Fireside Restaurant & Tavern,Las Vegas,Anthem,35.999495,-115.128018,american,2.0,4.0873786407766985,0.2270267555281792,0.08942119231702313,0.2400584918354295,0.04226804369592276,0.07627956730401815,0.3249459493194272
1DP5vHxJzCDbgawv0WC3yA,Rose. Rabbit. Lie.,Las Vegas,The Strip,36.109759,-115.176655,american,4.0,4.282432432432431,0.4503832487422857,0.007210696788006415,0.2012192840322171,0.007568391776214893,0.030857670808476963,0.3027607078527989
1Jm-fFPCAD-ZGM2J4HACXA,Pharoah's Pheast Buffet,Las Vegas,Eastside,36.1094581,-115.1568938,american,2.0,2.0,0.6016352713276045,0.011069627395628888,0.005527186198405932,0.21773104747454472,0.055271153306499184,0.10876571429731684
1Tak6Q-IlkDrdmLwrEZeSg,Off the Strip Just Real Food,Las Vegas,Spring Valley,36.099571818899996,-115.30722210200001,american,2.0,3.977272727272727,0.3094482572515939,0.04425849022140184,0.21419513232361387,0.027820910128071932,0.1471525074459308,0.25712470262938764
1Tak6Q-IlkDrdmLwrEZeSg,Off the Strip Just Real Food,Las Vegas,Spring Valley,36.099571818899996,-115.30722210200001,italian,2.0,3.977272727272727,0.3094482572515939,0.04425849022140184,0.21419513232361387,0.027820910128071932,0.1471525074459308,0.25712470262938764
1Vvxx-9AoINg8TJXOZgEHg,YOLOS,Las Vegas,The Strip,36.10984600000001,-115.172381,american,2.0,3.985074626865672,0.3694478529952686,0.012767816608867754,0.2234969076680208,0.0263277775718907,0.10650691437288384,0.261452730783068
1WsXLCPRP2EZ9KoBRTkSbw,Pt's Gold,Las Vegas,,36.1965066,-115.2486868,american,2.0,4.6190476190476195,0.12966660438251348,0.019395376009446238,0.3199694153924407,0.08348511796102309,0.016180125931093785,0.43130336032348254
1ZhZUzFbbt1gGXDEW3JaBw,Griff's,Las Vegas,Chinatown,36.1235575,-115.2075378,american,2.0,4.533333333333333,0.24262962441524796,0.025956358286619092,0.35098197375844586,0.004820339467546603,0.021196995051423053,0.3544147090207175
