business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Atmosphere,Burger/Fries,Waiting Time,Chicken/Steak,Customer Service,Buffet/Price
-1m9o3vGRA8IBPNvNqKLmA,Bavette's Steakhouse & Bar,Las Vegas,The Strip,36.10433,-115.175593333,american,4.0,5.0,0.18169196484200809,0.03666707038739584,0.06266364149588717,0.2102949664441454,0.374451382629819,0.13423097420074448
-3zffZUHoY8bQjGfPSoBKQ,Michael Mina,Las Vegas,The Strip,36.11199000000001,-115.177001,american,4.0,2.459016393442623,0.31734474771016635,0.01778028778996226,0.1205698183306888,0.2404741444273858,0.1824578431344572,0.12137315860733965
-CQokjildrY7UZezXCdEBw,Toddy Shop,Las Vegas,Westside,36.1714276,-115.2450798,american,2.0,5.0,0.184419271108827,0.1602457650340371,0.0,0.14600915959624314,0.24355167002768996,0.2657741342332029
-JfncbVURtvuzBbof40o1w,The Cafe at Monte Carlo,Las Vegas,The Strip,36.1047813604,-115.17466267299999,american,2.0,1.6923076923076923,0.17074815757186007,0.0474936880376816,0.2435603210282893,0.18684251132314225,0.18302820654429186,0.16832711549473506
-NjZ5HZApXjRJaTVZeSO_w,San Salvador Restaurant,Las Vegas,,36.2031091,-115.24081409999998,american,1.0,1.8333333333333333,0.2799226188303677,0.0310095285246398,0.0,0.12037332710042466,0.4053556533948466,0.1633388721497213
-OEIW0dO96-492qa_luxaw,Aces & Ales,Las Vegas,,36.1214227,-115.0647158,american,2.0,2.227272727272727,0.5243788194632094,0.08064976748888017,0.15395396324067226,0.06860802767215428,0.11287213493073113,0.05953728720435274
-PGsEXB6DFTVKa1eDOlzWA,Black Bear Diner,Las Vegas,Westside,36.1426631,-115.2782845,american,2.0,1.6923076923076923,0.1983673117280604,0.04540376240286078,0.2628743151341242,0.18490727961132675,0.19195184747417995,0.11649548364944785
-Pv-3Moxm6is6COkQIA7Kg,Bropards,Las Vegas,Chinatown,36.1278425,-115.225183,american,,5.0,0.7629772833041931,0.0,0.2370227166958068,0.0,0.0,0.0
-SGZcGqnsp_uRIjKP2RGZg,Ranch House Grille,Las Vegas,Southwest,36.042985,-115.288938,american,2.0,1.0,0.3997018697546162,0.0,0.2344061859462645,0.0,0.3658919442991192,0.0
-U7tvCtaraTQ9b0zBhpBMA,MGM Grand Buffet,Las Vegas,The Strip,36.102091181300004,-115.171778365,american,2.0,1.7064516129032257,0.12937449277157326,0.013815200972812528,0.04800501446690388,0.08125657040557283,0.09446388669720532,0.6330848346859322
-UtYWvCnUppcSaC_u1pTYQ,Kopper Keg Restaurant & Lounge,Las Vegas,Eastside,36.100981,-115.0744974,american,2.0,1.0,0.6257826586154974,0.0,0.0,0.0,0.3742173413845026,0.0
-Ylpy3VyRWwubf9dysuwjQ,The Cheesecake Factory,Las Vegas,The Strip,36.1173432,-115.1763623,american,2.0,2.2641509433962264,0.20725416056728915,0.03454993646726087,0.3100972447009943,0.19112793326281408,0.20213996521613364,0.05483075978550805
-_yEVC3_3M6YOsamYfNFEw,Jason's Deli,Las Vegas,Eastside,36.117898,-115.1367955,american,1.0,2.2222222222222223,0.2738462377761013,0.027069993836787286,0.18208431304186048,0.4016212613710801,0.07837707392374499,0.0370011200504258
-a857YYdjzgOdOjFFRsRXQ,Beer Park,Las Vegas,The Strip,36.111993083099996,-115.172425389,american,2.0,1.575,0.4306147019596806,0.07734008417979313,0.15472007086705047,0.05971908105688919,0.21164142208601447,0.06596463985057217
-gXDD2oSHBDA3zgjX6g9pQ,The Plate Bar & Grill,Las Vegas,Sunrise,36.145207,-115.082148,american,1.0,1.5,0.4124960580084938,0.07737692032243372,0.15187260753183668,0.24563046761787424,0.0748469771232706,0.03777696939609095
-kbPPBNsIPDfMfgUGO7QhA,Kopper Keg South,Las Vegas,Southeast,36.02910960000001,-115.1193868,american,2.0,3.0,0.5845702972324324,0.11056426786327583,0.03894271879816575,0.0,0.2593546879139199,0.006568028192206136
-oUM2uISux96lMGeawHIOA,Sugar Factory,Las Vegas,The Strip,36.12677,-115.169178,american,2.0,1.5384615384615383,0.2328632439266804,0.07376811952108897,0.2996497916338126,0.11575864075516368,0.21367196468661795,0.06428823947663617
-qYuPncpK8elgD-6Qx3v7A,Flock & Fowl,Las Vegas,Downtown,36.1698784,-115.1395887,american,2.0,1.8888888888888888,0.2203901982211546,0.01790396618800144,0.19586419381777725,0.3217911313059172,0.15448007281645698,0.08957043765069242
-wCtRhzWJ40Z4F8mmg7kWg,Herringbone,Las Vegas,The Strip,36.1073485,-115.1765836,american,3.0,1.973684210526316,0.2748120554596762,0.027826879262865943,0.1629499060352883,0.1649613967774911,0.2693785611139843,0.1000712013506943
005XmZKuJZuNbl5tGXc5SA,Tony Roma's,Las Vegas,Downtown,36.144308216599995,-115.14569083299999,american,2.0,1.4,0.236189155695385,0.013798070008427208,0.37117027305995015,0.21601533503249326,0.15321358423695913,0.009613581966785271
01SiPgdiOskMC5bUJoyy_g,Winchell's Pub & Grill,Las Vegas,Southeast,36.056624392399996,-115.16368074200001,american,2.0,2.3,0.2911307207905052,0.05300024142788309,0.18951767670575487,0.22274825662129635,0.09972178498698467,0.1438813194675758
01VPJkcU0m8WzlA7dCEpVQ,Tea Space,Las Vegas,Chinatown,36.126770935100005,-115.207615909,american,1.0,2.4285714285714284,0.38506043078733504,0.033427606080709625,0.14779832634304008,0.1604970254490834,0.1553070393692789,0.04648100054198148
03Yt7kMeYihN_y6ptiXxyQ,Del Taco,Las Vegas,Centennial,36.2738452633,-115.268174694,american,1.0,2.0,0.2961162847173964,0.01866350562605047,0.18717469210464388,0.2505273259798002,0.1964267607905642,0.05109143078154477
07AZL5XenCQ_-op_onKLdw,BLT Steak,Las Vegas,The Strip,36.113669,-115.168933,american,3.0,2.140625,0.21075889387330068,0.02224813687345083,0.16230628079963078,0.3304645449402584,0.1785646819551998,0.09565746155815943
07jQarxKd_8J_AJHD5YBqQ,Muscle Maker Grill - Las Vegas,Las Vegas,Northwest,36.2650228462,-115.25921289200001,american,1.0,1.7272727272727273,0.2267322362620901,0.0489605923846197,0.19307450156159006,0.3492682749251889,0.11700810820029978,0.06495628666621138
0EgYXYjt2XJL4hlsKnzrcw,PublicUs,Las Vegas,Downtown,36.1657583,-115.13293459999998,american,2.0,2.459016393442623,0.2290703998781789,0.017186151431516496,0.20796654118497407,0.2419488110007385,0.11084675854390144,0.1929813379606905
0Hcks5q-DgJbDlmEWolx4A,Bonefish Grill,Las Vegas,Westside,36.158502,-115.285179,american,2.0,1.65625,0.2094691447993552,0.019002168614757838,0.2374027529094811,0.2904324343189409,0.14626040328132595,0.09743309607613904
0JmCGyAqAK_yVEuZ0ts16w,Bilbo's Bar & Grill,Las Vegas,Westside,36.1587575,-115.284216,american,2.0,2.0,0.6451552952656265,0.012094884789392132,0.25187697285656313,0.00848824925337702,0.044513687536528526,0.03787091029851275
0QHMAUi6NdOUZ1ckXq0-sA,Rainforest Café,Las Vegas,The Strip,36.1086615706,-115.172141489,american,2.0,1.6744186046511629,0.2520671533705311,0.08190998377328723,0.19746537105994136,0.13913128303057945,0.2015042596686634,0.12792194909699722
0TljdWRIDQzlp4siHQ_BAQ,Denny's,Las Vegas,,36.2609532,-115.1804167,american,1.0,1.2121212121212122,0.15780747568976033,0.0255584212829922,0.39973598204673816,0.11668570327619755,0.22076459616988772,0.07944782153442387
0Tutx9JhCi_HE6MUnbh5vw,Sexy Lexy Kitchen,Las Vegas,,36.1780972,-115.2414278,american,,1.0,0.8346075541717238,0.0,0.16539244582827614,0.0,0.0,0.0
0UESjBq6_kPjCs4zPh4oEQ,Chicke Now,Las Vegas,The Strip,36.121951635100004,-115.166486518,american,1.0,3.0,0.005640182149368838,0.0,0.0,0.6961013507760211,0.2982584670746101,0.0
0WPXDs4ini3D7jpiy1Daqw,The Market,Las Vegas,Downtown,36.168245,-115.13913,american,2.0,2.25,0.3391695789207297,0.02472099772625199,0.10224611726143426,0.21663226658986848,0.12221851272222554,0.19501252677949005
0YctfylXsdutJo8qFYnZJA,Westcliff Station,Las Vegas,Westside,36.1745644,-115.2606002,american,1.0,1.5,0.4110495569198732,0.005371247345057643,0.21116209350841714,0.0,0.23549295855045305,0.13692414367619904
0Yeb_P24sj6MwG2qmuehkA,Till's Bar,Las Vegas,,36.1299495427,-115.161028004,american,1.0,3.0,0.6105145753411807,0.21153903269454685,0.001940313206850112,0.0,0.031328245368108215,0.14467783338931406
0_aeYE2-VbsZts_UpILgDw,Lazy Dog Restaurant & Bar,Las Vegas,South Summerlin,36.152831458,-115.333866775,american,2.0,2.07,0.24569660338868315,0.051773054674428116,0.21286677059656287,0.19758058860358796,0.2569714806168152,0.035111502119922706
0bWLkWeIcT-EnrE7SiGEBA,Laguna Pool House & Kitchen,Las Vegas,,36.113907,-115.198771,american,2.0,1.5714285714285714,0.2317201665867253,0.197976390179752,0.1334805748370185,0.057977042775826,0.3271041007404429,0.05174172488023527
0jtRI7hVMpQHpUVtUy4ITw,Omelet House Summerlin,Las Vegas,Summerlin,36.2019904392,-115.283122245,american,2.0,2.0,0.2684607179651875,0.02886541656252681,0.1564576695305077,0.1653373023794142,0.12751969369484306,0.2533591998675208
0jtRI7hVMpQHpUVtUy4ITw,Omelet House Summerlin,Las Vegas,Summerlin,36.2019904392,-115.283122245,italian,2.0,2.0,0.2684607179651875,0.02886541656252681,0.1564576695305077,0.1653373023794142,0.12751969369484306,0.2533591998675208
0p27EjcNwTI7Ey4K_MNPww,Fatburger,Las Vegas,South Summerlin,36.1564004,-115.3335562,american,2.0,1.6451612903225807,0.16007493706138085,0.4494831944737249,0.1536022917528184,0.10224450825592923,0.09064865317795047,0.04394641527819629
0qPNeqLuKE88rKbIbSZDpg,Killer Shrimp,Las Vegas,Southeast,36.06929279999999,-115.1775547,american,2.0,2.112676056338028,0.2839515531313324,0.014328427101956804,0.15174210166790536,0.2727490261043245,0.2100594060881642,0.06716948590631673
0xdpv5CPpbUUch7JKBG98Q,Sirio Ristorante,Las Vegas,The Strip,36.1068839544,-115.174226761,american,3.0,1.7142857142857142,0.2310376149866273,0.025712540861889118,0.14480711982038266,0.28302902015965725,0.19762831148207,0.11778539268937364
0xdpv5CPpbUUch7JKBG98Q,Sirio Ristorante,Las Vegas,The Strip,36.1068839544,-115.174226761,italian,3.0,1.7142857142857142,0.2310376149866273,0.025712540861889118,0.14480711982038266,0.28302902015965725,0.19762831148207,0.11778539268937364
0xzmIBsJQc5eUNLucFrZ0Q,Stratta,Las Vegas,The Strip,36.1260652563,-115.17215976799999,american,3.0,2.5789473684210527,0.35823483487874963,0.056958356515348536,0.10839455478364828,0.3359601881896168,0.09643163175084607,0.04402043388179069
0xzmIBsJQc5eUNLucFrZ0Q,Stratta,Las Vegas,The Strip,36.1260652563,-115.17215976799999,italian,3.0,2.5789473684210527,0.35823483487874963,0.056958356515348536,0.10839455478364828,0.3359601881896168,0.09643163175084607,0.04402043388179069
0zGeYN8ReYwVj27U7EHOJA,American Cafe,Las Vegas,The Strip,36.131516,-115.164565,american,2.0,2.0,0.11329001816546272,0.020643962896382533,0.17758607074458893,0.21797429130623025,0.17661490853152165,0.293890748355814
0zoXYHq82haayMaV952jEQ,Greens and Proteins,Las Vegas,Spring Valley,36.11482279999999,-115.30628459999998,american,2.0,2.054054054054054,0.2561267813763424,0.14726389743473597,0.11595331546284092,0.22838171472219854,0.1529664188263623,0.09930787217751977
12f7GOkkC0GZRMif-fidhQ,NASCAR Cafe,Las Vegas,The Strip,36.1423378,-115.1563054,american,2.0,1.5,0.1782628173430116,0.06741448246503226,0.18665581324454625,0.2454357187921632,0.2098816278226731,0.11234954033257348
16Fplxu-OwVmTEFxQAUP4g,TENDER Steakhouse,Las Vegas,The Strip,36.095355639699996,-115.176614273,american,3.0,2.029850746268657,0.20203449248054825,0.04507721741723208,0.12057025178612288,0.34437497342398604,0.18129839774801534,0.10664466714409547
19MbjvDqkPG6dGxr3kvK9w,Foothills Lodge,Las Vegas,Spring Valley,36.0996599016,-115.30025906899999,american,2.0,1.3333333333333333,0.37225331525036537,0.016112439377592318,0.08102076792932543,0.17131311129343682,0.2034262709099066,0.15587409523937348
1BtNZszIr8LvtPOhN0X4Mw,Gold Mine Bar & Grill,Las Vegas,Eastside,36.1179234185,-115.16076975600001,american,2.0,1.3333333333333333,0.20382742923286576,0.05051135764325145,0.3369327810007373,0.12054559978832095,0.14102122107221793,0.14716161126260666
1CP8aJa8ILlfM5deroar0Q,Wingstop,Las Vegas,,36.1002191,-115.2099431,american,2.0,1.9574468085106385,0.2144448625656487,0.05183670592765965,0.2248877514305057,0.2748840258331786,0.21425924840188407,0.0196874058411232
1CR2ddUcjYYwRd5JLtiRrw,Hard Rock Cafe,Las Vegas,The Strip,36.1042269,-115.1721488,american,2.0,2.4690265486725664,0.2549195717568677,0.1172485857533472,0.18970389857535086,0.13227442593774272,0.19612226613973885,0.10973125183695284
1CWMNSTRMejdSyXBG2chNg,Fireside Restaurant & Tavern,Las Vegas,Anthem,35.999495,-115.128018,american,2.0,1.875,0.4125081393482373,0.038187228369352295,0.13492463499406726,0.14872254323325304,0.21180390458155188,0.053853549473538286
1DP5vHxJzCDbgawv0WC3yA,Rose. Rabbit. Lie.,Las Vegas,The Strip,36.109759,-115.176655,american,4.0,1.984615384615385,0.3894382197403853,0.017830308030528454,0.21796117129742765,0.10266839084840522,0.16116244357209009,0.11093946651116328
1Jm-fFPCAD-ZGM2J4HACXA,Pharoah's Pheast Buffet,Las Vegas,Eastside,36.1094581,-115.1568938,american,2.0,1.0,0.2528046181378279,0.0,0.03865421190129919,0.0,0.1599961378388329,0.54854503212204
1Tak6Q-IlkDrdmLwrEZeSg,Off the Strip Just Real Food,Las Vegas,Spring Valley,36.099571818899996,-115.30722210200001,american,2.0,2.0,0.2835622480282005,0.007961914722177355,0.24799102422512986,0.18873865385753544,0.22987669035641214,0.04186946881054461
1Tak6Q-IlkDrdmLwrEZeSg,Off the Strip Just Real Food,Las Vegas,Spring Valley,36.099571818899996,-115.30722210200001,italian,2.0,2.0,0.2835622480282005,0.007961914722177355,0.24799102422512986,0.18873865385753544,0.22987669035641214,0.04186946881054461
1Vvxx-9AoINg8TJXOZgEHg,YOLOS,Las Vegas,The Strip,36.10984600000001,-115.172381,american,2.0,2.2439024390243905,0.2926146723564451,0.022618990039542715,0.13223801634824453,0.26240013474028023,0.19488381243546493,0.09524437408002234
1WsXLCPRP2EZ9KoBRTkSbw,Pt's Gold,Las Vegas,,36.1965066,-115.2486868,american,2.0,1.7777777777777777,0.27151411746210885,0.008035858949803984,0.18048616376188215,0.13929009158692002,0.3991778027717167,0.0014959654675682727
1ZhZUzFbbt1gGXDEW3JaBw,Griff's,Las Vegas,Chinatown,36.1235575,-115.2075378,american,2.0,2.333333333333333,0.6831202686411745,0.0030386678616462475,0.13702345814131284,0.0,0.1768176053558664,0.0
1aB0kMQNVRhhUXtb7C4Njg,Pollos El Dorado,Las Vegas,Southeast,36.085297625900004,-115.074446476,american,1.0,3.5,0.1441662532399039,0.0,0.11783099353248147,0.7361416027634549,0.0018611504641596651,0.0
1aj4TG0eFq6NaPBKk6bK7Q,Jacques Cafe,Las Vegas,Summerlin,36.1933265261,-115.304063282,american,2.0,2.055555555555556,0.2595727105564072,0.06410574463140557,0.17109165468274753,0.2857919051064866,0.12222177789560128,0.09721620712735188
1tJdRIuyH9UY_35yfn_uyg,Hot Dog Heaven,Las Vegas,Southeast,36.011942,-115.136169,american,1.0,2.333333333333333,0.5024252111487203,0.035436997960293294,0.06576990552867405,0.10943564341396672,0.2360021194530685,0.05093012249527712
1ziIZL9P77FrsXS4_NMiDQ,Roman McCarthy Meats,Las Vegas,Westside,36.135635,-115.2304131,american,,3.0,0.8378230391547391,0.0,0.11571861482537125,0.0,0.046458346019889823,0.0
296PZdxSrtH08EUwCsOKMw,Michael's Gourmet Room,Las Vegas,Southeast,36.01147800000001,-115.174141,american,4.0,2.125,0.2362573300572385,0.02318889599604664,0.06929876880477054,0.22675406800792716,0.2880410567230001,0.156459880411017
2BbFeotL85cIaBjSq1SWiA,Springs Cafe by Wolfgang Puck,Las Vegas,Westside,36.1680995,-115.1922304,american,2.0,1.0,0.17575029625507615,0.3227236406399263,0.1815402832207899,0.16065607445643187,0.052292233696404435,0.10703747173137124
2HxaDXZmAOH6LiuzGgNdPA,Farmer Boys,Las Vegas,Spring Valley,36.0615179,-115.24247859999998,american,1.0,1.5,0.12427793658381207,0.2562703640258027,0.1987561953444685,0.2109011924160408,0.13538671005593855,0.07440760157393743
2LL-pWxdM_rvnaIpNxezsQ,Slidin' Thru HQ,Las Vegas,Southeast,36.068048,-115.141921,american,1.0,3.25,0.1367347656630985,0.4346148237243845,0.10737453691797637,0.29753217274976795,0.0237437009447728,0.0
2LZGeJy8qByYKB71ML-jcw,Rock & Rita's,Las Vegas,The Strip,36.136946734,-115.16381357899999,american,2.0,1.7142857142857142,0.24043072244453986,0.0959738375936023,0.2359568305094589,0.12413020576726574,0.2084621347685825,0.09504626891655074
2RFe9vDTzyBkF4mvsFDDow,Dickey's Barbecue Pit,Las Vegas,,36.2799309122,-115.20637698,american,2.0,1.5,0.3178120869858602,0.019124969968883732,0.13546851596587536,0.3805697937547036,0.11028476207915656,0.03673987124552063
2Wl4o7l54I-EtxtaDpOTzA,Pub 365,Las Vegas,Eastside,36.113105,-115.160233,american,2.0,2.083333333333333,0.14569163732941007,0.3299065878239217,0.25533093869246,0.09630917760361904,0.15923336380361086,0.013528294746978274
2Y0-nrSZNsLRStyupZgM7g,Courtyard Cafe,Las Vegas,,36.102185740900005,-115.201499462,american,2.0,1.945945945945946,0.1742084129381627,0.029550250415312895,0.0912454562947984,0.24846307513704016,0.2266749231334685,0.22985788208121735
2dCnTMv3Hh-fM8bOjYS4Xw,Nevada Chicken Cafe,Las Vegas,Westside,36.1437858,-115.2266305,american,2.0,2.1449275362318843,0.22228272624180168,0.0038258998220834,0.07861089730419192,0.5821742313448386,0.08498748374766582,0.028118761539418283
2iTsRqUsPGRH1li1WVRvKQ,Carson Kitchen,Las Vegas,Downtown,36.1678783157,-115.140640475,american,2.0,2.9082568807339446,0.3211668002304029,0.12369034625245807,0.1448337267396151,0.2248047007043943,0.12356686972930933,0.061937556343820276
2mfBO8iZ5E_ULmcxEXqOrw,Union Restaurant & Lounge,Las Vegas,The Strip,36.128561,-115.1711298,american,4.0,1.7272727272727273,0.2863942000356131,0.005830951704281517,0.27540807294553904,0.15011296741394134,0.2462905829182576,0.035963224982367384
2smgOPhpYbDT7G5tbVRdiQ,Burger King,Las Vegas,,36.1013278111,-115.188151768,american,2.0,1.2666666666666666,0.21619731454527027,0.14740808447942672,0.3360548446462005,0.0972583014798663,0.13382921665171074,0.06925223819752548
2zSr7jNNWpA-IfD74wOlTA,Pt's Gold,Las Vegas,Southwest,36.0546542,-115.2621343,american,2.0,1.4166666666666667,0.3874941156548488,0.018528178402382214,0.2593191924282877,0.03838175163798487,0.28718968950978385,0.009087072366712624
31BSLQveLV7eeIoWNxhTaw,Lj Bar & Grill,Las Vegas,Downtown,36.1444737,-115.1354528,american,,3.0,1.0,0.0,0.0,0.0,0.0,0.0
32JWhoH-Kiu1wRFTvHvW9Q,Pie Me Over,Las Vegas,Spring Valley,36.078686,-115.241801,american,1.0,1.0,0.012285509583278316,0.0,0.0,0.6094198952545123,0.3782945951622093,0.0
35fWtS1LZkaZ-ooKupJ1XA,Buffalo Wild Wings,Las Vegas,The Strip,36.1084021917,-115.171653389,american,2.0,1.681159420289855,0.27780984152674043,0.014873129360270828,0.2766171612541365,0.17254835904560453,0.2462313968364431,0.01192011197680463
